,Unnamed: 0,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
144,144,2b48d658-2ea7-412c-936e-355abe7d74fc,19,With Parent,Toronto,43.6883733,-79.30720811,unemployed,0,109,1,0,29,12,0,0,0,1,0,0,0,0,279.58
145,145,8556b15b-7a15-4d6d-b4a5-3d8582849819,16,With Parent,York,43.69580512,-79.44106173,unemployed,0,107,1,0,30,9,0,0,0,0,0,0,0,0,156.33
146,146,68bb616e-cc35-4fde-b398-35df5a321d50,23,With Parent,North York,43.73137021,-79.50777171,parttime,10545.48,113,15,0,44,10,0,0,0,1,0,0,0,0,12572.63
147,147,4f044f77-ab5b-4785-9d8f-c7145526e2fd,19,With Parent,North York,43.77490163,-79.35688551,unemployed,0,109,0,0,31,13,0,0,0,0,0,0,0,0,306.68
148,148,b6f215e3-8c2a-4bbd-9f56-5fe127423322,42,Group,North York,43.77007404,-79.34427235,parttime,28595.6,142,15,5,57,8,27,14,8,0,0,0,7,0,14278.26
149,149,4693ba1b-2f9e-4d27-a98f-b0fec112c835,53,Group,Scarborough,43.81089319,-79.23238892,unemployed,0,104,0,0,0,6,0,0,0,0,0,6,0,0,1814.416352
150,150,7004f23f-59a4-49e4-8f5a-d53eb9dcd22a,24,Group,Etobicoke,43.63299399,-79.54566949,parttime,9092.49,150,15,6,42,14,18,16,9,1,0,0,7,0,5806.51
151,151,8c77c69e-fbad-43a7-b87f-f5b37106fcab,76,Group,Etobicoke,43.62670896,-79.51238841,unemployed,41391.7,139,31,7,58,145,41,13,11,6,0,0,0,0,25377.46
152,152,0ecd3b2b-5335-4063-b365-1eb39730611c,29,With Parent,East York,43.70986335,-79.2986157,fulltime,34263.9,151,16,7,73,14,33,14,9,0,13,0,6,0,17811.04
153,153,4615309c-5ee4-4783-98eb-6c05435808f4,65,Group,York,43.69580512,-79.44106173,fulltime,71449.5,143,15,7,58,139,39,17,9,6,0,0,0,0,60992.48
154,154,2b3f163f-7f10-46e7-9cc5-5ca9170ac504,33,Group,East York,43.70205065,-79.3687396,fulltime,46633,144,17,6,43,14,18,12,9,0,0,0,0,0,47909.02
155,155,f05e7702-be4f-4d45-a26d-8f2a9c05e0e4,17,With Parent,Etobicoke,43.73150807,-79.59628501,unemployed,0,99,0,0,31,12,0,0,0,0,0,0,0,0,134.37
156,156,6bff98de-3370-48ca-9536-ed75d2193fb1,28,With Parent,Etobicoke,43.74526365,-79.58396805,parttime,10991.64,120,15,0,46,12,0,0,0,0,0,0,0,0,12434.92
157,157,e0069446-0792-48b8-a373-040cfcd866df,28,With Parent,Toronto,43.6779678,-79.4488036,parttime,12787.17,121,16,0,44,12,0,0,0,1,0,0,0,0,14890.93
158,158,771672f7-6163-424d-b9d2-498177e53dcf,25,With Parent,East York,43.69389521,-79.30085396,parttime,11118.03,121,17,0,43,13,0,0,0,0,0,0,0,0,12869
159,159,29b2d803-e148-4e13-9082-c20d852c678e,45,With Parent,Scarborough,43.78502653,-79.32096428,fulltime,44496.1,112,16,0,44,9,0,0,0,0,0,0,0,0,51699.53
160,160,87f57708-2ada-44b8-8a71-2be82ecd8aac,28,With Parent,Toronto,43.67268762,-79.42173417,fulltime,20263.32,121,15,0,44,14,0,0,0,1,0,0,0,0,23970.54
161,161,b04c591d-e9d4-4559-b199-f9713400fbac,17,With Parent,North York,43.77278181,-79.45346554,unemployed,0,107,0,0,30,0,0,0,0,1,0,0,0,0,34.76
162,162,643d4c56-1f77-4169-883b-8f766d496107,36,With Parent,North York,43.75963792,-79.51715959,fulltime,23525,113,16,0,45,8,0,0,0,0,0,0,0,0,26343.36
163,163,efe6212b-068d-4c97-8a53-e07bc729fb53,30,Group,Scarborough,43.77626173,-79.3209627,parttime,12696.42,155,15,7,61,11,26,17,9,5,12,10,0,0,8375.528564
164,164,96d8fe32-1565-43cb-8cf1-74c111da18d7,36,Group,Scarborough,43.6931118,-79.27745747,fulltime,44551,145,17,6,43,11,12,19,8,0,0,0,7,0,45966.98
165,165,a9c2dc03-039b-4f43-8de7-8c7486ef84e5,52,Group,North York,43.78261478,-79.45526084,fulltime,91143.25,146,16,6,44,136,35,14,10,0,0,0,7,0,80189.56
166,166,445d4699-746c-489f-85e0-ea9662219383,67,Group,North York,43.74472294,-79.51930923,parttime,21588.75,144,16,4,44,6,13,20,8,0,0,0,0,0,19460.75
167,167,d9aefcc8-1217-42d5-a143-dea92049e4f1,29,With Parent,Etobicoke,43.69293076,-79.51734668,parttime,7884.69,116,17,0,43,12,0,0,0,0,0,0,0,0,8883.1
168,168,384fd6fa-b2f6-485d-ac0e-a7bb9b3ef4f1,59,Group,Toronto,43.67507276,-79.46013533,parttime,34372.35,145,15,6,60,4,27,19,10,5,0,0,0,0,21769.35
169,169,a97b63ea-3b9d-4292-9b06-3d0ce3a29487,30,With Parent,Scarborough,43.79857406,-79.30512678,unemployed,0,111,0,0,36,11,0,0,0,0,0,6,0,0,3809.107024
170,170,8c63c8af-ae19-442d-b5e0-d9a0d02c225d,66,Group,Scarborough,43.71176351,-79.26143376,parttime,27523.4,136,15,7,82,6,33,26,9,6,0,3,0,0,15005.24677
171,171,15611c22-f5f5-42bc-a0d0-57831bf2e37b,25,Group,Toronto,43.64876458,-79.43345046,parttime,10874.82,149,15,6,41,20,24,27,8,0,0,1,7,0,6975.558154
172,172,2c912e87-04bb-463d-a170-dacb0ac7a73a,91,Group,Toronto,43.66663603,-79.33954999,unemployed,29887.2,36,17,6,62,4,33,12,8,5,6,0,0,0,16076.35
173,173,720d6e51-2af2-46a5-8cf5-aca29c0cf388,27,With Parent,Toronto,43.66483495,-79.38119237,parttime,5920.2,115,16,0,43,14,0,0,0,1,0,0,0,0,7330.97
174,174,e70bdae2-492d-4048-b50c-ebb3ec84c363,33,Group,Scarborough,43.75067432,-79.24484193,fulltime,67650,149,15,7,45,12,33,17,9,0,0,0,7,0,53384.52
175,175,1d90e88d-0a5a-44e9-bae1-9bea8fb2fba5,34,Group,Toronto,43.68687335,-79.37315986,fulltime,309401,153,15,4,46,11,34,25,11,0,0,0,7,0,329469.11
176,176,0fbb5478-814a-4ebe-82b8-53b48bb14aa5,24,Group,North York,43.76405804,-79.56747765,parttime,12228.15,146,16,6,89,14,28,14,10,6,0,6,0,0,8987.793416
177,177,f887fe27-7e51-472c-9626-58f4bf004b60,16,With Parent,Scarborough,43.73913589,-79.27179484,unemployed,0,89,1,0,30,12,0,0,0,0,0,0,0,0,137.09
178,178,32423028-637b-42ce-8f2d-b16f19276f77,78,Group,North York,43.7418536,-79.48760094,unemployed,21888.3,139,16,6,45,3,18,25,7,0,6,0,0,0,20254.45
179,179,f6b33565-a78f-46cc-998d-5b46664e232a,20,With Parent,Scarborough,43.79684736,-79.23401211,unemployed,0,102,2,0,29,14,0,0,0,0,0,0,0,0,70.53
180,180,68b941db-6b39-4107-93ef-1fd22f38d8d8,48,Group,Toronto,43.66836848,-79.45384619,parttime,28393.2,141,15,5,52,10,27,14,10,1,0,0,7,0,14440.44
181,181,73659a1b-83a1-4f6b-af4f-332407f87d47,48,Group,York,43.69814541,-79.46295836,fulltime,43645.8,143,16,7,44,8,18,15,5,0,12,0,0,0,44360.07
182,182,639e8574-6073-48a3-9bc6-c8874760f24a,37,With Parent,Toronto,43.64941226,-79.37087997,fulltime,39578,111,16,0,45,8,0,0,0,0,0,0,0,0,45368.07
183,183,e6360b28-43e4-4cb5-8ddb-dca79e0334b3,63,Group,Scarborough,43.81849801,-79.28262707,fulltime,39244.5,144,15,5,59,8,28,25,10,5,12,0,0,0,23134.04
184,184,6fe4738f-299e-4ecf-a6c3-c272502178e5,38,With Parent,North York,43.73716591,-79.4971248,fulltime,42271,116,15,0,44,10,0,0,0,1,0,0,0,0,48358.09
185,185,0de9eec1-df2e-4798-826f-dcdfafdb5d54,24,With Parent,Toronto,43.63961766,-79.41579229,parttime,6443.91,115,16,0,43,12,0,0,0,1,0,0,0,0,7602.65
186,186,a965b357-cee5-4110-a361-781801f831d6,74,With Parent,North York,43.75165423,-79.32689308,unemployed,25812.5,116,31,0,45,7,0,0,0,0,0,0,0,0,29599.55
187,187,542c6002-4f06-4a7d-ac9a-d17cf03c465f,41,With Parent,Toronto,43.66123252,-79.40595941,fulltime,59603.5,111,16,0,45,9,0,0,0,0,0,0,0,0,69706.81
188,188,25e2e969-b804-4447-8eaf-0fe49a7d49c1,51,Group,Scarborough,43.809121,-79.20671817,fulltime,42147.5,141,15,5,59,132,42,23,7,5,0,0,0,0,22587.17
189,189,e10f5cde-8ddf-40b0-b8bb-9882f627aa70,28,With Parent,Toronto,43.7030817,-79.41454978,fulltime,34080.75,116,16,0,43,12,0,0,0,1,0,0,0,0,40499.02
190,190,35707bdc-157f-4993-be94-daa77cee9921,24,Group,Scarborough,43.79183572,-79.28960686,parttime,9560.43,150,16,5,48,14,40,14,8,0,0,6,7,0,7633.532026
191,191,1e917f76-166d-41dc-a066-251f6b98fe83,39,Group,Scarborough,43.78293933,-79.29957063,fulltime,61805,145,17,6,43,7,19,21,10,0,0,0,7,0,66109.34
192,192,bb457506-5fc7-488f-aa7a-1b86bb048737,80,Group,Toronto,43.67257603,-79.41339357,unemployed,30492.7,142,31,7,69,136,41,17,11,5,18,3,0,0,18629.03696
193,193,f62e89a6-8ce2-4ae5-8fd5-a020ae30e81a,27,With Parent,Etobicoke,43.60667371,-79.52082232,unemployed,0,121,1,0,32,14,0,0,0,0,0,6,0,0,2322.298334
194,194,32cf7218-6057-40e6-a737-6ebf86beec48,38,Group,Etobicoke,43.72631093,-79.59354513,fulltime,39604,147,15,5,45,135,25,22,8,0,13,0,0,0,38103.79
195,195,4c6f7013-1b18-4d37-a517-d5f0897ec174,18,With Parent,Scarborough,43.8066859,-79.28805699,unemployed,0,105,0,0,30,8,0,0,0,1,0,0,0,0,128.25
196,196,dda29c29-5ed9-4414-a920-b1e4cad184e0,24,With Parent,Scarborough,43.7533555,-79.27242004,parttime,14423.31,125,15,0,44,12,0,0,0,1,0,0,0,0,16494.63
197,197,e50086a9-6a61-4a5b-9e4d-2e485e39824e,33,With Parent,North York,43.79172919,-79.3653969,unemployed,0,113,0,0,31,13,0,0,0,0,0,6,0,0,3684.014919
198,198,a5e4ff40-712b-47de-a2bc-c404f06def84,28,With Parent,North York,43.74348302,-79.34374725,parttime,19344.27,119,15,0,46,13,0,0,0,0,0,0,0,0,22203.08
199,199,54484ecc-3457-4e77-828b-83b8c527e6de,57,Group,Scarborough,43.79148974,-79.18042292,fulltime,65798.4,142,16,6,58,8,39,20,12,5,14,0,0,0,49636.48
200,200,9bdeb0cc-ce6e-402c-9919-54e3fd80150b,20,With Parent,Scarborough,43.78293933,-79.29957063,unemployed,0,114,0,0,31,12,0,0,0,0,0,0,0,0,159.84
201,201,8d23c41c-5c5f-49d0-8026-49fab722c94f,37,Group,York,43.68240138,-79.48124405,fulltime,32722,149,17,7,43,137,26,20,9,0,0,0,7,0,30947.71
202,202,b4590d42-18fe-4cc4-8ca8-7add34a6d999,58,Group,East York,43.69389521,-79.30085396,fulltime,43090.5,149,16,6,57,7,27,26,9,6,0,0,0,0,24717.25
203,203,3de14f87-468c-4305-9438-2e14c2164357,21,Group,North York,43.79366944,-79.34837155,parttime,13864.29,147,16,6,41,13,28,17,9,0,14,5,7,0,9035.178534
204,204,a8c7c4cb-2369-4990-967b-c22fa53d6ce6,69,Group,York,43.65038012,-79.48719802,unemployed,0,113,0,0,0,6,0,0,0,0,0,6,0,0,2517.97468
205,205,078e43c7-9cf6-49cc-95ef-73823b75853c,31,With Parent,North York,43.75324251,-79.51211645,parttime,7519.05,119,16,0,44,14,0,0,0,0,0,0,0,0,7987.8
206,206,9b39a492-1330-4b05-9436-14a11677a928,21,Group,Scarborough,43.80423318,-79.26041938,parttime,9492.78,140,15,7,110,12,35,25,9,0,0,0,7,0,3906.59
207,207,3dca1ad0-3609-45ed-a0a9-2fb919274369,25,With Parent,Toronto,43.66174247,-79.43239632,parttime,11661.54,120,16,0,44,13,0,0,0,0,0,0,0,0,13726.67
208,208,0472bb61-4cea-488e-806e-76e08470e3c0,16,With Parent,Toronto,43.66526263,-79.30777857,unemployed,0,96,1,0,31,13,0,0,0,0,0,0,0,0,116.7
209,209,ad2fab61-2c48-4a00-84c8-ac841a73df1f,29,With Parent,North York,43.78018949,-79.41109622,parttime,8878.98,116,16,0,45,12,0,0,0,0,0,0,0,0,9437.94
210,210,9986fa0f-2de0-4214-84f4-88a4621d0697,70,Group,Toronto,43.6622355,-79.33889934,parttime,19232.75,148,16,6,45,6,25,24,7,0,0,0,7,0,15535.29
211,211,f4714194-86ba-4f08-b468-8eb5cdc2aba0,60,With Parent,Etobicoke,43.62670896,-79.51238841,fulltime,56108.5,114,15,0,45,5,0,0,0,1,0,0,0,0,65342.89
212,212,bbdc4f86-96ec-43f2-959b-f222aa6f991a,23,With Parent,North York,43.76861677,-79.38806617,parttime,11874.06,109,15,0,45,13,0,0,0,0,0,0,0,0,14244.08
213,213,e8c74963-dde9-41bf-ae73-97c6b3a521b1,57,Group,Scarborough,43.8262895,-79.28785676,parttime,28911,152,15,7,45,138,25,23,10,0,14,0,7,0,26598.17
214,214,61c1326a-b28c-4ecf-8321-d0bc0bc8f8c0,64,Group,North York,43.7862998,-79.41783064,parttime,28709.95,147,15,7,59,6,26,13,7,6,0,7,0,0,23443
215,215,657cdcb8-b716-4aba-bdac-854a06d0780a,24,Group,North York,43.76014563,-79.41442938,parttime,19782.51,154,16,6,92,14,34,21,9,5,14,5,0,0,12873.95351
216,216,27be5189-9af6-4ce2-9c84-1aec0616b756,22,Group,Toronto,43.69178664,-79.4172735,fulltime,28808.67,145,17,7,58,12,34,16,9,5,0,1,0,0,14345.81169
217,217,526a36c3-b4f7-4609-8674-849b04810728,19,With Parent,North York,43.75740832,-79.44205623,unemployed,0,109,0,0,31,10,0,0,0,0,0,0,0,0,145.3
218,218,fcec59c2-6f9e-4ea3-8eb7-2992a15df691,59,Group,Etobicoke,43.62182191,-79.4986248,fulltime,49545.45,144,15,7,59,6,28,22,9,5,0,0,0,0,30288.04
219,219,403e5306-d158-4260-8382-52ca4718abf8,54,Group,North York,43.77265995,-79.38192414,fulltime,36803.45,147,15,6,62,138,34,24,8,5,0,2,0,0,19851.46243
220,220,88659f4f-2243-474e-93c9-a5a6d43f6171,24,With Parent,York,43.7049416,-79.43997547,unemployed,0,118,0,0,33,14,0,0,0,0,0,6,0,0,2329.13748
221,221,6f1cc067-c477-43f1-9ff4-ab0fc50cf685,41,Group,Toronto,43.66007533,-79.36050238,fulltime,60843,149,15,5,58,12,26,25,8,6,0,7,0,0,55187.34
222,222,d78069dd-bbd5-4c64-9ce7-3d23423c289b,26,With Parent,Toronto,43.6375103,-79.40058038,parttime,7003.92,120,15,0,45,12,0,0,0,0,0,0,0,0,7938.48
223,223,4b4c93e5-be2b-4c15-9322-21bcf743a44e,31,Group,Scarborough,43.81495438,-79.26999443,parttime,17488.02,150,16,7,65,12,39,18,9,0,0,2,7,0,10313.769
224,224,13113e7f-a891-458b-ba9f-6866acef580f,23,With Parent,Scarborough,43.81089319,-79.23238892,parttime,12065.46,113,15,0,44,13,0,0,0,1,0,0,0,0,14558.75
225,225,3bc2805f-1072-4c52-b6c7-d6de501a7a37,60,Group,North York,43.76213932,-79.37693582,fulltime,65142.9,150,15,7,58,137,34,17,7,6,0,0,0,0,47512.24
226,226,27b43c63-496c-44e6-9788-45bf3fd41b55,52,With Parent,Etobicoke,43.72631093,-79.59354513,fulltime,47973.4,111,16,0,43,6,0,0,0,1,0,0,0,0,55640.9
227,227,af28b3db-891e-4926-b3f8-d05f1d5af9f7,58,Group,North York,43.78028156,-79.44551629,fulltime,35517.75,145,16,7,58,6,19,26,9,5,0,7,0,0,28048.78
228,228,82570207-3c03-4315-a20f-9c30f05ad6c1,21,With Parent,Toronto,43.66077428,-79.36556819,unemployed,0,112,1,0,34,14,0,0,0,0,0,5,0,0,1146.789311
229,229,aac613f8-bd2f-4dce-a1b1-e1db736ea94c,60,Group,Toronto,43.64206736,-79.44543795,fulltime,56833,144,15,7,43,141,20,23,9,2,0,0,7,0,57176.18
230,230,a5f34cf7-5b83-41fa-8028-f6ee14916508,48,With Parent,Scarborough,43.74627946,-79.25844206,fulltime,75599.7,143,15,7,90,10,27,22,11,5,0,0,0,0,60545.72
231,231,099346cd-3853-4e94-b9f8-47b4f233ce2c,38,With Parent,Toronto,43.65181784,-79.47508744,unemployed,0,114,0,0,36,8,0,0,0,0,0,6,0,0,4640.577439
232,232,24e096b6-da4d-4306-9456-5146c1a0643c,20,With Parent,Etobicoke,43.59299674,-79.52824764,parttime,12179.97,115,17,0,31,12,0,0,0,0,0,0,0,0,14225.43
233,233,cbe3a783-8c87-41ce-b465-78775e91ec5c,71,Group,Etobicoke,43.66087836,-79.57301545,fulltime,37989.55,139,15,6,45,7,18,11,9,0,0,0,7,0,37989.2
234,234,90b750af-ae41-4d09-be3c-44b33558921d,24,Group,Scarborough,43.790984,-79.18177163,parttime,16216.53,144,16,7,74,14,27,27,8,6,0,5,0,0,10441.99725
235,235,b2a2449a-bbfe-4a9f-a106-57355aefd8f7,18,With Parent,Toronto,43.67613256,-79.29166492,unemployed,0,106,0,0,33,10,0,0,0,0,0,0,0,0,300.39
236,236,fe190f30-ee28-4ee9-aab0-f25ef7b67589,28,With Parent,Toronto,43.65679863,-79.36992666,parttime,7280.13,115,15,0,45,14,0,0,0,0,0,0,0,0,8825.72
237,237,8aecb4c0-994e-46fb-a509-45a488acf8ce,27,Group,Toronto,43.65401528,-79.45789692,fulltime,21091.29,159,15,6,44,19,27,15,9,2,0,0,0,0,17630.83
238,238,2ba80055-a430-45ba-81bc-0e9940b4c1d7,43,With Parent,Scarborough,43.81849801,-79.28262707,fulltime,42087.1,112,16,0,44,7,0,0,0,0,0,0,0,0,48920.91
239,239,1a5a5b4e-018f-4eda-9b85-9333f686d99d,30,With Parent,Toronto,43.67026167,-79.44158701,parttime,10843.47,119,16,0,44,15,0,0,0,0,0,0,0,0,11824.46
240,240,31910bc6-d333-463f-9e97-ebb001b01817,24,With Parent,Toronto,43.69772035,-79.398171,parttime,19406.64,112,15,0,44,13,0,0,0,1,0,0,0,0,23105.65
241,241,b88ae681-9217-4ef1-9b4c-55d7c6b15d1e,58,Group,North York,43.73716591,-79.4971248,fulltime,47848.05,145,15,7,58,7,34,17,9,6,13,0,0,0,31051.64
242,242,05554dab-dd89-4115-a8b7-473eee6fbe6e,54,Group,Etobicoke,43.609209,-79.55833182,parttime,28316.45,149,16,7,58,144,32,13,9,5,0,7,0,0,17173.54
243,243,65b9db0e-5193-4307-8366-b6570dfb369c,48,Group,Toronto,43.64889401,-79.48554589,fulltime,75080.5,146,15,6,43,8,12,26,11,2,0,0,7,0,80504.56
244,244,739d374f-64ff-4186-bdd8-d6891b6e886a,47,Group,York,43.68392459,-79.46758046,fulltime,42348.9,143,16,6,58,8,27,13,9,5,0,0,0,0,28865.6
245,245,9b7840da-86b5-45fa-9946-ce980a96b44d,21,Group,North York,43.78977083,-79.45180669,parttime,8299.5,144,15,7,37,151,20,19,9,1,0,3,0,0,6754.700442
246,246,465d706a-b908-4017-bf37-1e0ef35ef4b5,39,Group,Toronto,43.70384103,-79.40354624,fulltime,159871,143,16,8,44,140,34,14,12,0,0,0,7,0,156754.04
247,247,18e7ee01-901e-4642-9400-e2b72037479b,53,Group,North York,43.75854019,-79.51668093,parttime,19202.7,139,16,6,43,7,19,17,9,1,10,0,7,0,16925.44
248,248,b5bdd36e-5556-449d-8466-3710bf5e2931,51,With Parent,Toronto,43.71485018,-79.39931647,fulltime,68636.7,114,15,0,44,10,0,0,0,1,0,0,0,0,79514.35
249,249,bac2cbe1-2f69-4c4b-a459-7aae49339628,25,With Parent,Scarborough,43.74982894,-79.2475671,parttime,11647.35,117,16,0,44,11,0,0,0,1,0,0,0,0,13465.82
250,250,458433e6-8f79-4de0-876b-e2d13ad24cdd,24,With Parent,Scarborough,43.80205988,-79.14501241,parttime,14534.85,116,15,0,45,13,0,0,0,0,0,0,0,0,17512.98
251,251,271f74be-0a02-4717-ae57-e44cd07d05bd,43,Group,Etobicoke,43.59876926,-79.51644162,fulltime,52973.8,152,15,7,46,10,33,20,10,0,0,0,7,0,34782.09
252,252,a344b7ed-4610-4f96-a155-79ac1b015f40,36,Group,North York,43.78705757,-79.41059054,fulltime,81119,145,16,6,58,13,25,15,8,5,0,7,0,0,81809.14
253,253,d628b858-6e20-4d14-8217-a6bd68db11fb,22,Group,Toronto,43.7030817,-79.41454978,fulltime,42257.82,141,16,6,44,13,12,17,9,0,0,0,7,0,43779.27
254,254,48296cda-809c-427f-8e61-3da08f347ca8,27,Group,Scarborough,43.72990391,-79.25505747,unemployed,0,117,0,0,2,14,0,0,0,0,0,6,0,0,1680.445753
255,255,5a7ba9d6-23e2-4841-9702-4e3503353d2b,81,Group,Etobicoke,43.62026254,-79.50300297,unemployed,21821.8,139,31,7,63,4,33,17,8,1,5,2,7,0,12941.68185
256,256,7d62355c-271d-4f4d-97c5-bd3dd5b07f21,58,With Parent,North York,43.7418536,-79.48760094,fulltime,38955.1,112,16,0,43,7,0,0,0,1,0,0,0,0,44702.25
257,257,4314a4a8-4044-48c1-8fdd-416baca1b673,42,With Parent,Toronto,43.68468154,-79.39165499,fulltime,52451.3,112,15,0,44,8,0,0,0,2,0,0,0,0,60216.73
258,258,8e0f9ab3-963a-4df1-a0a9-7b34077f83be,29,Group,North York,43.76520625,-79.39275455,fulltime,24863.52,150,15,7,85,19,40,23,6,5,0,4,0,0,15696.87432
259,259,ac24b377-166c-43da-b993-a8cb322160ab,32,Group,North York,43.76011035,-79.34198396,fulltime,34704.78,160,16,7,58,13,28,11,9,5,0,0,0,0,18276.46
260,260,f9246cb6-90d2-47fb-a6a7-d16538d22f68,61,Group,Toronto,43.64469516,-79.45111156,fulltime,49840.8,134,16,7,44,9,27,13,9,0,0,0,7,0,32174.36
261,261,53a893f4-9fb8-433c-bf05-668e8cb50b6f,53,Group,North York,43.71120266,-79.42852827,fulltime,100936.65,143,15,7,45,8,18,18,10,0,0,0,7,0,110388.45
262,262,d3413628-ad6a-4e1c-b744-b3572f1167d9,35,Group,Toronto,43.63707963,-79.44043851,fulltime,56046,147,17,7,44,13,18,19,9,0,0,0,7,0,59246.58
263,263,f3287fdd-895a-463d-bf51-524451b13400,40,Group,North York,43.77490163,-79.35688551,fulltime,95487,148,15,6,58,9,34,16,9,6,0,0,0,0,87984.66
264,264,26f570b4-9a0d-45da-bf96-f95aab67244c,37,With Parent,Etobicoke,43.73420764,-79.58260676,fulltime,24211,115,16,0,44,8,0,0,0,0,0,0,0,0,26909.52
265,265,a9e74374-9314-411f-b940-353a8720ca85,23,Group,Etobicoke,43.74418751,-79.59824195,parttime,12972.63,131,16,6,76,12,34,23,10,5,0,6,0,0,8909.592034
266,266,2b242fc2-ab90-4a27-802d-fc2a204672bb,32,With Parent,Scarborough,43.69959718,-79.25409207,fulltime,39024,113,15,0,45,14,0,0,0,0,0,0,0,0,45072.27
267,267,d5fef520-a2a4-440a-832b-25479551f938,60,Group,Scarborough,43.7619235,-79.22865175,parttime,29291.65,141,15,6,58,145,34,18,7,6,12,2,0,0,16323.79723
268,268,91961842-c408-46e0-ad53-d2978408e264,19,With Parent,North York,43.7923879,-79.4427993,unemployed,0,104,0,0,31,8,0,0,0,1,0,0,0,0,73.27
269,269,868badcf-8f8f-4ecc-a88a-c8c674480b22,58,Group,North York,43.75682003,-79.35948489,fulltime,92484.15,154,15,7,46,9,19,14,9,0,0,0,7,0,99661.61
270,270,eba8476f-805b-4507-8515-3e8f2ac30856,22,With Parent,North York,43.75116074,-79.48856175,unemployed,0,107,1,0,31,11,0,0,0,1,0,6,0,0,1801.381375
271,271,458502b1-847d-42b3-8da7-163dc96237b9,73,Group,Etobicoke,43.73420764,-79.58260676,unemployed,16476.6,147,30,5,45,130,18,16,8,0,0,0,7,0,12378.45
272,272,37d55ff3-1d88-49ae-8363-983528e5e152,19,With Parent,Toronto,43.64707517,-79.40909958,unemployed,0,113,0,0,31,12,0,0,0,1,0,0,0,0,253.65
273,273,e5d9e210-670d-4324-8671-99df60c11039,48,Group,North York,43.72567025,-79.41678229,fulltime,163205.9,151,17,8,43,143,24,20,14,0,0,0,7,0,178596.71
274,274,057c309b-4de3-4d64-a37b-58c067b07b73,21,With Parent,Scarborough,43.74021306,-79.30190002,parttime,12721.17,116,15,0,33,12,0,0,0,0,0,0,0,0,15112.19
275,275,da5e2fc3-3352-4d5a-851d-96572c55caf6,21,With Parent,Scarborough,43.79140915,-79.23667848,unemployed,0,112,1,0,32,14,0,0,0,0,0,6,0,0,1955.710903
276,276,13901a3c-f47b-426e-9dfa-dcb52ac7c7cb,24,With Parent,Scarborough,43.790984,-79.18177163,parttime,15959.79,117,15,0,44,12,0,0,0,1,0,0,0,0,18799.81
277,277,962d1866-e762-42c8-aa13-30c9cb938b45,20,With Parent,East York,43.7096359,-79.30066861,unemployed,0,105,1,0,31,13,0,0,0,0,0,0,0,0,146.89
278,278,2c90ce51-7ad1-4a15-90a7-cd6cb4bb019f,74,Group,North York,43.78607674,-79.4477355,unemployed,20617.8,142,32,7,44,7,12,14,9,0,0,0,0,0,18199.84
279,279,c372b7f9-2277-446d-bb85-eafaf7a010a7,24,With Parent,North York,43.7690784,-79.3694836,parttime,10003.62,122,16,0,45,13,0,0,0,0,0,0,0,0,11907.72
280,280,5c19618c-dbf3-4341-9fa0-cdec15d63ce4,69,Group,North York,43.75477736,-79.44319005,parttime,31674.9,146,15,5,53,7,33,28,9,0,0,0,7,0,15820.36
281,281,2fa11036-3fe9-4879-8100-0698b6a61495,91,Group,Toronto,43.67627984,-79.32326198,unemployed,24749.2,36,16,6,65,0,33,20,10,6,15,2,0,0,13124.74613
282,282,720c4b8e-ce57-4d3d-a25c-753309dc26c9,25,With Parent,Toronto,43.66177843,-79.38421827,parttime,16136.01,118,15,0,45,13,0,0,0,0,0,0,0,0,18723.38
283,283,c550249a-4090-4692-b182-b116c228b4f8,21,With Parent,North York,43.75494401,-79.38584789,parttime,13716.78,116,15,0,33,13,0,0,0,0,0,0,0,0,15764.15
284,284,4195b7a2-b247-4fcc-aa87-62c0b3f8ea29,27,Group,Toronto,43.66554115,-79.45736374,parttime,11357.28,149,16,7,91,21,39,17,10,5,0,6,0,0,10193.98683
285,285,6041e27f-0017-494f-ab98-36e1579dc5da,17,With Parent,Toronto,43.63707963,-79.44043851,unemployed,0,103,1,0,31,5,0,0,0,0,0,0,0,0,51.66
286,286,dd42e966-851e-4966-af02-790567f9bd75,51,Group,North York,43.75324251,-79.51211645,parttime,28009.3,146,16,7,64,7,27,13,9,5,0,2,0,0,15101.82647
287,287,f7358214-09d9-44cd-9fbf-dfb2541b5af1,29,Group,Scarborough,43.80832305,-79.27236726,unemployed,0,119,1,0,1,15,0,0,0,0,0,6,0,0,1729.186523
288,288,aa5e2469-1a05-446d-8c5b-907645aba65d,44,Group,Toronto,43.66065125,-79.38612227,fulltime,38289.9,146,15,7,44,7,12,26,8,1,0,0,0,0,37588.17
289,289,e2a408fc-4c54-4c52-98f0-1720f2041e9b,43,Group,Etobicoke,43.67427811,-79.55491659,fulltime,140388.6,138,16,8,44,9,12,22,12,0,13,0,0,0,154258.02
290,290,883af24d-ce6d-478a-99a8-3926aa3dcd2c,59,Group,Scarborough,43.80519445,-79.25990054,parttime,34809.35,146,15,6,51,6,34,18,9,1,13,0,7,0,17285.43
